,age,education-num,hours-per-week,income,Count
2185,22,4,40,<=50K.,2
2186,21,5,40-50,<=50K,7
2187,21,5,40-50,<=50K.,1
2188,22,5,40-54,<=50K,7
2189,22,5,40-54,<=50K.,3
2190,26,4,40-75,<=50K,5
2191,27,4,40-50,<=50K,5
2192,27,4,40-50,<=50K.,2
2193,35,4,40-80,<=50K,8
2194,35,4,40-80,<=50K.,3
2195,35,4,40-80,>50K,1
2196,36,4,40-75,<=50K,5
2197,36,4,40-75,<=50K.,6
2198,36,4,40-75,>50K,1
2199,33,5,40,<=50K,3
2200,33,5,40,<=50K.,6
2201,20,6,40-50,<=50K,12
2202,20,6,40-50,<=50K.,2
2203,21,6,40-70,<=50K,9
2204,21,6,40-70,<=50K.,5
2205,36,6,40-80,<=50K,16
2206,36,6,40-80,<=50K.,10
2207,20-21,10,4,<=50K,3
2208,20-21,10,4,<=50K.,2
2209,23-25,10,2-6,<=50K,2
2210,23-25,10,2-6,<=50K.,2
2211,23-25,10,8-9,<=50K,3
2212,23-25,10,8-9,<=50K.,3
2213,23-24,10,10,<=50K,7
2214,23-24,10,10,<=50K.,2
2215,23-24,10,11-14,<=50K,5
2216,23-24,10,11-14,<=50K.,5
2217,26-29,10,8-11,<=50K,3
2218,26-29,10,8-11,<=50K.,3
2219,26-29,10,12-14,<=50K,2
2220,26-29,10,12-14,<=50K.,2
2221,29-30,10,20-24,<=50K,10
2222,29-30,10,20-24,<=50K.,5
2223,29-30,10,20-24,>50K,1
2224,31-32,10,20,<=50K,5
2225,31-32,10,20,<=50K.,4
2226,31-32,10,20,>50K,1
2227,22,11,10-12,<=50K,2
2228,22,11,10-12,<=50K.,1
2229,22-24,12,12,<=50K,2
2230,22-24,12,12,<=50K.,2
2231,22,12,15-16,<=50K,5
2232,23-25,12,13-16,<=50K,3
2233,23-25,12,13-16,<=50K.,2
2234,31-32,11-12,2-7,<=50K,2
2235,31-32,11-12,2-7,<=50K.,1
2236,36,11-12,3-8,<=50K,2
2237,36,11-12,3-8,<=50K.,1
2238,33-35,11-12,10-12,<=50K,2
2239,33-35,11-12,10-12,<=50K.,2
2240,33-35,11-12,10-12,>50K.,1
2241,33-36,11-12,15-18,<=50K,3
2242,33-36,11-12,15-18,<=50K.,1
2243,33-36,11-12,15-18,>50K.,1
2244,28-30,11,23-24,<=50K,2
2245,28-30,11,23-24,<=50K.,2
2246,28-30,12,20-21,<=50K,2
2247,28-30,12,20-21,<=50K.,2
2248,32-36,11,20-24,<=50K,3
2249,32-36,11,20-24,>50K,2
2250,32-36,12,20-24,<=50K,4
2251,32-36,12,20-24,<=50K.,1
2252,22-24,13,4-6,<=50K,2
2253,22-24,13,4-6,<=50K.,3
2254,22,13,10-12,<=50K,5
2255,22,13,10-12,<=50K.,2
2256,23-25,13-14,10-12,<=50K,7
2257,23-25,13-14,10-12,<=50K.,6
2258,23,13,15-18,<=50K,6
2259,23,13,15-18,<=50K.,3
2260,26-28,13-15,10-12,<=50K,6
2261,26-28,13-15,10-12,<=50K.,7
2262,26-27,13,15-18,<=50K,6
2263,26-27,13,15-18,<=50K.,3
2264,28-29,13-16,15-18,<=50K,8
2265,28-29,13-16,15-18,<=50K.,2
2266,28,13-14,20-24,<=50K,7
2267,28,13-14,20-24,<=50K.,1
2268,28,13-14,20-24,>50K,2
2269,28,13-14,20-24,>50K.,1
2270,30-32,13-16,20-24,<=50K,10
2271,30-32,13-16,20-24,<=50K.,4
2272,30-32,13-16,20-24,>50K,3
2273,30-32,13-16,20-24,>50K.,2
2274,33,13-16,20-24,<=50K,5
2275,33,13-16,20-24,<=50K.,3
2276,23,13-14,30,<=50K,13
2277,23,13-14,30,<=50K.,12
2278,23,10-11,32-33,<=50K,5
2279,23,12-13,32,<=50K,5
2280,23,12-13,32,<=50K.,2
2281,27,10-11,34-35,<=50K,7
2282,27,10-11,34-35,<=50K.,2
2283,28,10-11,35,<=50K,4
2284,28,10-11,35,<=50K.,4
2285,28,10-11,35,>50K,1
2286,26,10-11,36-37,<=50K,4
2287,26,10-11,36-37,<=50K.,1
2288,26,10-11,38,<=50K,4
2289,26,10-11,38,<=50K.,3
2290,27-28,10-11,38-39,<=50K,7
2291,27-28,10-11,38-39,<=50K.,5
2292,34,10-11,25-28,<=50K,3
2293,34,10-11,25-28,>50K.,1
2294,35-36,10,25-28,<=50K,4
2295,35-36,10,25-28,<=50K.,2
2296,34,10-11,30-34,<=50K,4
2297,34,10-11,30-34,<=50K.,5
2298,34,10-11,30-34,>50K,1
2299,30,10-11,35,<=50K,8
2300,30,10-11,35,>50K.,1
2301,31,10,35,<=50K,6
2302,31,10,35,<=50K.,4
2303,31,10,35,>50K,1
2304,30-31,10-11,36-37,<=50K,6
2305,30-31,10-11,36-37,<=50K.,2
2306,30-31,10-11,36-37,>50K,2
2307,32,10-11,35,<=50K,7
2308,32,10-11,35,<=50K.,3
2309,32,10-11,35,>50K.,1
2310,33,10,35,<=50K,8
2311,33,10,35,<=50K.,3
2312,32-33,10-11,38-39,<=50K,13
2313,32-33,10-11,38-39,<=50K.,3
2314,32-33,10-11,38-39,>50K,1
2315,34,10-11,35,<=50K,6
2316,34,10-11,35,<=50K.,5
2317,34-36,10-11,36-37,<=50K,7
2318,34-36,10-11,36-37,<=50K.,2
2319,34-36,10-11,36-37,>50K.,1
2320,25,12,30-32,<=50K,3
2321,25,12,30-32,<=50K.,1
2322,26,12,36,<=50K,2
2323,26,12,36,<=50K.,1
2324,24-25,12,37-38,<=50K,2
2325,24-25,12,37-38,<=50K.,1
2326,24-25,12,37-38,>50K,1
2327,27-28,12,37-38,<=50K,1
2328,27-28,12,37-38,<=50K.,2
2329,27-28,12,37-38,>50K.,1
2330,29,12,36-38,<=50K,2
2331,29,12,36-38,<=50K.,2
2332,34,12,25-28,<=50K,2
2333,34,12,25-28,>50K,1
2334,33-36,12,30,<=50K,1
2335,33-36,12,30,<=50K.,1
2336,33-36,12,30,>50K,1
2337,33,12,32,<=50K,2
2338,33,12,32,<=50K.,1
2339,35-36,12,31-32,<=50K,1
2340,35-36,12,31-32,<=50K.,1
2341,35-36,12,31-32,>50K.,1
2342,34,12,35,<=50K,2
2343,34,12,35,<=50K.,1
2344,35-36,12,35,<=50K,3
2345,35-36,12,35,<=50K.,1
2346,35-36,12,35,>50K,1
2347,34,12,36-38,<=50K,1
2348,34,12,36-38,<=50K.,1
2349,34,12,36-38,>50K.,1
2350,35-36,12,36-38,<=50K,3
2351,35-36,12,36-38,<=50K.,2
2352,26,13-14,25-28,<=50K,4
2353,26,13-14,25-28,<=50K.,1
2354,27-28,13-14,25-28,<=50K,4
2355,27-28,13-14,25-28,<=50K.,3
2356,27-28,13-14,25-28,>50K,1
2357,25,13-15,30-32,<=50K,10
2358,25,13-15,30-32,<=50K.,5
2359,25,13-15,30-32,>50K,1
2360,25,13-15,30-32,>50K.,1
2361,29-30,13,25,<=50K,3
2362,29-30,13,25,<=50K.,1
2363,29-30,13,25,>50K,1
2364,29-30,13-14,30-33,<=50K,5
2365,29-30,13-14,30-33,<=50K.,2
2366,29-30,13-14,30-33,>50K,1
2367,30,13-15,35-38,<=50K,7
2368,30,13-15,35-38,<=50K.,5
2369,30,13-15,35-38,>50K,3
2370,30,13-15,35-38,>50K.,3
2371,33,13-14,36-38,<=50K,2
2372,33,13-14,36-38,<=50K.,2
2373,33,13-14,36-38,>50K,3
2374,33,13-14,36-38,>50K.,1
2375,34,13-15,35-39,<=50K,11
2376,34,13-15,35-39,<=50K.,6
2377,34,13-15,35-39,>50K,5
2378,34,13-15,35-39,>50K.,2
2379,31,13-16,45-48,<=50K,17
2380,31,13-16,45-48,<=50K.,5
2381,31,13-16,45-48,>50K,7
2382,31,13-16,45-48,>50K.,6
2383,32,13-16,45-48,<=50K,13
2384,32,13-16,45-48,<=50K.,14
2385,32,13-16,45-48,>50K,15
2386,32,13-16,45-48,>50K.,7
2387,31,13-16,50-51,<=50K,18
2388,31,13-16,50-51,<=50K.,4
2389,31,13-16,50-51,>50K,17
2390,31,13-16,50-51,>50K.,10
2391,32,13-15,50,<=50K,13
2392,32,13-15,50,<=50K.,7
2393,32,13-15,50,>50K,20
2394,32,13-15,50,>50K.,9
2395,33,13-16,50-51,<=50K,14
2396,33,13-16,50-51,<=50K.,9
2397,33,13-16,50-51,>50K,22
2398,33,13-16,50-51,>50K.,10
2399,34,13-16,50,<=50K,16
2400,34,13-16,50,<=50K.,4
2401,34,13-16,50,>50K,25
2402,34,13-16,50,>50K.,12
2403,35,13-15,50,<=50K,13
2404,35,13-15,50,<=50K.,6
2405,35,13-15,50,>50K,24
2406,35,13-15,50,>50K.,15
2407,36,13-16,50,<=50K,18
2408,36,13-16,50,<=50K.,3
2409,36,13-16,50,>50K,30
2410,36,13-16,50,>50K.,17
2411,30-32,13-14,52,<=50K,1
2412,30-32,13-14,52,<=50K.,2
2413,30-32,13-14,52,>50K,1
2414,30-32,13-14,52,>50K.,1
2415,30,13-16,60-99,<=50K,13
2416,30,13-16,60-99,<=50K.,8
2417,30,13-16,60-99,>50K,13
2418,30,13-16,60-99,>50K.,5
2419,31-32,13-16,60-99,<=50K,21
2420,31-32,13-16,60-99,<=50K.,12
2421,31-32,13-16,60-99,>50K,38
2422,31-32,13-16,60-99,>50K.,11
2423,33,13-16,60-90,<=50K,9
2424,33,13-16,60-90,<=50K.,3
2425,33,13-16,60-90,>50K,18
2426,33,13-16,60-90,>50K.,8
2427,52-53,3,10-15,<=50K,2
2428,52-53,3,10-15,>50K.,1
2429,52-55,4,7-16,<=50K,2
2430,52-55,4,7-16,<=50K.,1
2431,50-52,4,20,<=50K,1
2432,50-52,4,20,<=50K.,2
2433,53-55,3-4,20-25,<=50K,4
2434,41-44,3,30-32,<=50K,2
2435,41-44,3,30-32,<=50K.,2
2436,41-43,3,35-38,<=50K,4
2437,51-55,1-2,30-32,<=50K,2
2438,51-55,1-2,30-32,<=50K.,1
2439,51-54,1-2,35,<=50K,4
2440,50-54,3,30-34,<=50K,3
2441,50-54,3,35-37,<=50K,3
2442,50-54,3,35-37,<=50K.,1
2443,45-46,4,32-36,<=50K,2
2444,45-46,4,32-36,<=50K.,1
2445,47-48,4,32-38,<=50K,2
2446,47-48,4,32-38,<=50K.,1
2447,50-55,4,30,<=50K,3
2448,50-55,4,30,<=50K.,1
2449,50-53,4,35-38,<=50K,3
2450,50-53,4,35-38,<=50K.,1
2451,45,7-8,10-16,<=50K,2
2452,45,7-8,10-16,<=50K.,1
2453,46-47,6-7,8-15,<=50K,2
2454,46-47,6-7,8-15,<=50K.,1
2455,48-50,6-7,6-10,<=50K,2
2456,48-50,6-7,6-10,<=50K.,1
2457,52-55,6-7,10-18,<=50K,3
2458,52-55,6-7,10-18,<=50K.,1
2459,41-42,7,20-25,<=50K,2
2460,41-42,7,20-25,<=50K.,1
2461,43-45,7-8,20-25,<=50K,4
2462,43-45,7-8,20-25,<=50K.,1
2463,46-48,6-7,20-22,<=50K,1
2464,46-48,6-7,20-22,<=50K.,3
2465,46-50,6-7,25-28,<=50K,3
2466,46-50,6-7,25-28,<=50K.,1
2467,51-55,6-7,20-24,<=50K,4
2468,51-55,6,25-29,<=50K,3
2469,51-55,6,25-29,<=50K.,2
2470,40-41,5-6,35,<=50K,4
2471,42-45,5-6,35-38,<=50K,7
2472,37-38,7,30-32,<=50K,3
2473,39,7-8,30-32,<=50K,2
2474,39,7-8,30-32,<=50K.,1
2475,37,7-8,33-37,<=50K,3
2476,38-39,7,35-37,<=50K,3
2477,38-39,7,35-37,<=50K.,1
2478,40-42,7,35-38,<=50K,5
2479,40-42,7,35-38,<=50K.,1
2480,40-42,7,35-38,>50K.,1
2481,46-48,6,30-32,<=50K,3
2482,46-48,6,30-32,<=50K.,1
2483,46-48,7-8,35-38,<=50K,4
2484,46-48,7-8,35-38,<=50K.,1
2485,46-48,7-8,35-38,>50K,2
2486,40-41,9,4-6,<=50K,3
2487,45,9,2-7,<=50K,2
2488,45,9,2-7,<=50K.,1
2489,40-41,9,8-12,<=50K,3
2490,40-41,9,8-12,<=50K.,1
2491,42-45,9,8-12,<=50K,4
2492,42-45,9,8-12,<=50K.,1
2493,39-40,9,15,<=50K,2
2494,39-40,9,15,>50K.,1
2495,39,9,16-18,<=50K,3
2496,39,9,16-18,<=50K.,2
2497,43,9,15-16,<=50K,2
2498,43,9,15-16,<=50K.,1
2499,44-45,9,14-19,<=50K,5
2500,44-45,9,14-19,<=50K.,1
2501,47-49,9,8-9,<=50K,3
2502,47-49,9,8-9,>50K,1
2503,46-49,9,10-14,<=50K,3
2504,46-49,9,10-14,<=50K.,1
2505,46-49,9,10-14,>50K.,1
2506,50-51,9,8-12,<=50K,4
2507,50-51,9,8-12,<=50K.,1
2508,49,9,15-16,<=50K,2
2509,49,9,15-16,<=50K.,2
2510,50,9,15-16,<=50K,4
2511,51-52,9,15-19,<=50K.,3
2512,37-38,9,24,<=50K,3
2513,37-38,9,24,>50K,1
2514,39,9,24,<=50K,3
2515,39,9,24,<=50K.,1
2516,37,9,25,<=50K,3
2517,37,9,25,<=50K.,2
2518,37,9,25,>50K.,1
2519,38-39,9,25-28,<=50K,7
2520,38-39,9,25-28,<=50K.,3
2521,41,9,20,<=50K,4
2522,41,9,20,<=50K.,3
2523,42-43,9,20-22,<=50K,4
2524,42-43,9,20-22,<=50K.,4
2525,42-43,9,20-22,>50K,1
2526,40,9,24,<=50K,1
2527,40,9,24,>50K,1
2528,40,9,24,>50K.,1
2529,40,9,25-28,<=50K,7
2530,40,9,25-28,<=50K.,2
2531,47,9,20-24,<=50K,3
2532,47,9,20-24,>50K,2
2533,47,9,20-24,>50K.,1
2534,48,9,20-24,<=50K,2
2535,48,9,20-24,<=50K.,4
2536,46,9,25-28,<=50K,7
2537,46,9,25-28,<=50K.,1
2538,46,9,25-28,>50K,1
2539,49-50,9,20,<=50K,4
2540,49-50,9,20,>50K.,1
2541,49-50,9,24-28,<=50K,4
2542,49-50,9,24-28,<=50K.,1
2543,49-50,9,24-28,>50K.,1
2544,52-53,9,20,<=50K,5
2545,52-53,9,20,<=50K.,2
2546,52-53,9,20,>50K.,1
2547,52-53,9,22-28,<=50K,5
2548,52-53,9,22-28,<=50K.,2
2549,52-53,9,22-28,>50K,1
2550,54,9,20-25,<=50K,8
2551,54,9,20-25,<=50K.,1
2552,54,9,20-25,>50K,1
2553,55,9,20-29,<=50K,8
2554,55,9,20-29,<=50K.,3
2555,39,9,30,<=50K,3
2556,39,9,30,<=50K.,3
2557,40,9,30-32,<=50K,13
2558,40,9,30-32,<=50K.,3
2559,40,9,30-32,>50K,1
2560,40,9,35-38,<=50K,17
2561,40,9,35-38,<=50K.,1
2562,40,9,35-38,>50K,2
2563,41,9,35-36,<=50K,3
2564,41,9,35-36,<=50K.,1
2565,41,9,38,<=50K,4
2566,41,9,38,>50K,1
2567,41,9,38,>50K.,1
2568,47,9,30,<=50K,2
2569,47,9,30,<=50K.,1
2570,47,9,30,>50K,4
2571,47,9,32-34,<=50K,7
2572,47,9,32-34,<=50K.,1
2573,46,9,36,<=50K,2
2574,46,9,36,<=50K.,2
2575,47,9,35,<=50K,8
2576,47,9,35,<=50K.,3
2577,47,9,35,>50K.,1
2578,54,9,30-32,<=50K,6
2579,54,9,30-32,<=50K.,2
2580,55,9,30-33,<=50K,4
2581,55,9,30-33,<=50K.,2
2582,55,9,30-33,>50K,2
2583,50,9,35-36,<=50K,4
2584,50,9,35-36,<=50K.,3
2585,50,9,35-36,>50K,3
2586,54,9,35-38,<=50K,13
2587,54,9,35-38,<=50K.,3
2588,54,9,35-38,>50K,1
2589,55,9,35-38,<=50K,7
2590,55,9,35-38,<=50K.,11
2591,55,9,35-38,>50K,1
2592,57-60,3-4,10-15,<=50K,3
2593,57-60,3-4,10-15,<=50K.,1
2594,62-63,4,10-15,<=50K,3
2595,62-63,4,10-15,<=50K.,1
2596,64-67,4,3-6,<=50K,4
2597,64-67,4,3-6,<=50K.,1
2598,56,4,20,<=50K,4
2599,57-61,4,20-21,<=50K,3
2600,57-61,4,20-21,<=50K.,2
2601,62-65,4,20,<=50K,3
2602,66-67,4,20,<=50K,3
2603,66-67,4,20,<=50K.,2
2604,57,2-3,35,<=50K,2
2605,57,2-3,35,<=50K.,1
2606,57-61,2-3,37-38,<=50K,2
2607,57-61,2-3,37-38,<=50K.,2
2608,56-58,4,24-29,<=50K,2
2609,56-58,4,24-29,<=50K.,2
2610,56-61,4,30-31,<=50K,4
2611,56-61,4,30-31,>50K,1
2612,56-58,4,33-36,<=50K,2
2613,56-58,4,33-36,<=50K.,1
2614,64-67,4,24-25,<=50K,4
2615,63-66,4,27-30,<=50K,4
2616,63-66,4,27-30,<=50K.,1
2617,62,4,35-38,<=50K,3
2618,62,4,35-38,<=50K.,1
2619,64-67,4,31-35,<=50K,3
2620,64-67,4,31-35,<=50K.,2
2621,68-69,4,10-16,<=50K,5
2622,74-76,4,2-5,<=50K,2
2623,74-76,4,2-5,<=50K.,1
2624,76-77,3-4,7-8,<=50K.,3
2625,74-75,2-3,10-16,<=50K,3
2626,76-78,4,10-15,<=50K,3
2627,81-84,2-3,6-15,<=50K,2
2628,81-84,2-3,6-15,<=50K.,1
2629,68-70,2-3,20-22,<=50K,3
2630,72-73,2-3,20,<=50K,2
2631,72-73,2-3,20,<=50K.,1
2632,68-69,4,20,<=50K,2
2633,68-69,4,20,<=50K.,1
2634,71-72,4,20-24,<=50K,1
2635,71-72,4,20-24,<=50K.,3
2636,68-73,2-3,25-30,<=50K,1
2637,68-73,2-3,25-30,<=50K.,2
2638,69-72,2-3,34-36,<=50K,1
2639,69-72,2-3,34-36,<=50K.,2
2640,68-69,4,30-35,<=50K,2
2641,68-69,4,30-35,<=50K.,2
2642,74-77,2-3,20,<=50K,3
2643,74-77,2-3,20,<=50K.,1
2644,74-77,4,20-23,<=50K,2
2645,74-77,4,20-23,<=50K.,1
2646,74-77,4,20-23,>50K,1
2647,78-84,2-3,20,<=50K,3
2648,78-84,2-3,20,<=50K.,2
2649,78-83,4,20-24,<=50K,3
2650,78-83,4,20-24,<=50K.,3
2651,76-81,4,25-28,<=50K,2
2652,76-81,4,25-28,<=50K.,2
2653,57-58,6,8,<=50K,2
2654,57-58,6,8,<=50K.,1
2655,59-64,6,10-18,<=50K,1
2656,59-64,6,10-18,<=50K.,3
2657,59-64,6,10-18,>50K,1
2658,57-63,7,9-16,<=50K,4
2659,57-63,7,9-16,<=50K.,1
2660,64-65,7-8,8-16,<=50K,3
2661,64-65,7-8,8-16,<=50K.,2
2662,56-59,6,20-25,<=50K.,4
2663,56-60,7-8,20-24,<=50K,6
2664,56-60,7-8,20-24,<=50K.,1
2665,56-58,6-7,30-32,<=50K,2
2666,56-58,6-7,30-32,<=50K.,1
2667,56-58,6-7,30-32,>50K,1
2668,59-60,6-7,28-30,<=50K,4
2669,59-60,6-7,28-30,>50K.,1
2670,56-57,6,35-37,<=50K,1
2671,56-57,6,35-37,<=50K.,3
2672,56-57,6,35-37,>50K,1
2673,62-65,6,28-31,<=50K,3
2674,66-67,6-7,2-3,<=50K,2
2675,66-67,6-7,2-3,>50K.,1
2676,66-67,5-6,12-15,<=50K,1
2677,66-67,5-6,12-15,<=50K.,1
2678,66-67,5-6,12-15,>50K.,1
2679,67-68,6,16,<=50K,2
2680,67-68,6,16,<=50K.,1
2681,70-72,5,13-18,<=50K,2
2682,70-72,5,13-18,<=50K.,2
2683,69-72,6,12-17,<=50K,3
2684,69-72,6,12-17,<=50K.,2
2685,73-74,6-7,1-6,<=50K,4
2686,73-74,6-7,1-6,<=50K.,1
2687,76-81,5,5-13,<=50K,3
2688,66,6-8,20-25,<=50K,2
2689,66,6-8,20-25,<=50K.,2
2690,69-70,5-6,25,<=50K,3
2691,69-71,5-6,28-39,<=50K,3
2692,69-71,5-6,28-39,<=50K.,1
2693,72-75,5-6,20-32,<=50K,4
2694,72-75,5-6,20-32,<=50K.,1
2695,72-75,7-8,20-35,<=50K,3
2696,72-75,7-8,20-35,<=50K.,2
2697,76-79,5-6,20-30,<=50K,2
2698,76-79,5-6,20-30,<=50K.,3
2699,56-58,9,1-4,<=50K,2
2700,56-58,9,1-4,<=50K.,1
2701,57-60,9,5-8,<=50K,2
2702,57-60,9,5-8,<=50K.,1
2703,57-60,9,5-8,>50K.,1
2704,56,9,10,<=50K,2
2705,56,9,10,<=50K.,1
2706,58-59,9,10,<=50K,3
2707,58-59,9,10,>50K,1
2708,61-63,9,3-5,<=50K,5
2709,64,9,3-5,<=50K,4
2710,64,9,3-5,<=50K.,1
2711,61-63,9,6-7,<=50K,4
2712,61-63,9,6-7,<=50K.,1
2713,56-57,9,16-18,<=50K,2
2714,56-57,9,16-18,<=50K.,2
2715,58-59,9,16-19,<=50K,4
2716,58-59,9,16-19,<=50K.,2
2717,61,9,16-17,<=50K,3
2718,58,9,20,<=50K,3
2719,58,9,20,<=50K.,1
2720,58,9,20,>50K,3
2721,56,9,24-25,<=50K,2
2722,56,9,24-25,>50K.,1
2723,57,9,25-26,<=50K,2
2724,57,9,25-26,>50K,1
2725,58-59,9,23-24,<=50K,3
2726,58-59,9,23-24,<=50K.,5
2727,58-59,9,23-24,>50K,1
2728,63,9,20,<=50K,6
2729,64,9,20,<=50K,6
2730,64,9,20,<=50K.,4
2731,62,9,30-32,<=50K,6
2732,62,9,30-32,<=50K.,1
2733,63-64,9,30-34,<=50K,7
2734,63-64,9,30-34,<=50K.,5
2735,63-64,9,30-34,>50K.,1
2736,57,9,35,<=50K,3
2737,58,9,35,<=50K,1
2738,58,9,35,<=50K.,3
2739,58,9,35,>50K,4
2740,56,9,36-37,<=50K.,2
2741,56,9,36-37,>50K,1
2742,56,9,36-37,>50K.,1
2743,57-58,9,36-37,<=50K,4
2744,57-58,9,36-37,<=50K.,1
2745,56,9,38,<=50K,2
2746,56,9,38,<=50K.,1
2747,56,9,38,>50K,1
2748,61,9,35,<=50K,4
2749,61,9,35,<=50K.,1
2750,61,9,35,>50K,1
2751,67,9,2-4,<=50K,2
2752,67,9,2-4,<=50K.,1
2753,67,9,2-4,>50K.,1
2754,67-69,9,5-6,<=50K,2
2755,67-69,9,5-6,<=50K.,3
2756,68,9,7-8,<=50K,3
2757,68,9,7-8,>50K.,1
2758,69,9,8-9,<=50K,4
2759,69,9,8-9,<=50K.,1
2760,65,9,10-14,<=50K,3
2761,65,9,10-14,<=50K.,2
2762,65,9,10-14,>50K,1
2763,66,9,10-13,<=50K,3
2764,66,9,10-13,<=50K.,2
2765,66,9,10-13,>50K,1
2766,67-69,9,11-13,<=50K,6
2767,67-69,9,11-13,<=50K.,1
2768,67-69,9,11-13,>50K,1
2769,65-66,9,15,<=50K,2
2770,65-66,9,15,<=50K.,3
2771,67,9,15-18,<=50K,3
2772,67,9,15-18,<=50K.,3
2773,67,9,15-18,>50K,1
2774,68-69,9,15-18,<=50K,5
2775,68-69,9,15-18,<=50K.,3
2776,70,9,3-5,<=50K,5
2777,70-71,9,6-9,<=50K,1
2778,70-71,9,6-9,<=50K.,4
2779,72-73,9,7-10,<=50K,5
2780,72-73,9,7-10,<=50K.,4
2781,70,9,12-14,<=50K,3
2782,72-73,9,12-14,<=50K,3
2783,72-73,9,12-14,<=50K.,1
2784,70,9,15-16,<=50K,1
2785,70,9,15-16,<=50K.,2
2786,74-76,9,2-6,<=50K,3
2787,74-76,9,2-6,<=50K.,2
2788,74-76,9,13-14,<=50K,3
2789,74-76,9,13-14,<=50K.,2
2790,67-68,9,21-23,<=50K.,3
2791,66-68,9,28-30,<=50K,4
2792,66-68,9,28-30,<=50K.,3
2793,66-68,9,28-30,>50K,1
2794,67-68,9,35-38,<=50K,6
2795,67-68,9,35-38,<=50K.,4
2796,67-68,9,35-38,>50K,2
2797,70,9,20-24,<=50K,5
2798,70,9,20-24,<=50K.,4
2799,71-72,9,20-24,<=50K,6
2800,71-72,9,20-24,<=50K.,3
2801,71-72,9,20-24,>50K,1
2802,69-70,9,25-28,<=50K,2
2803,69-70,9,25-28,<=50K.,2
2804,71-72,9,25-28,<=50K,2
2805,71-72,9,25-28,<=50K.,4
2806,39-40,2,40-70,<=50K,3
2807,39-40,2,40-70,<=50K.,2
2808,41,2,40-50,<=50K,4
2809,41,2,40-50,<=50K.,4
2810,41,2,40-50,>50K,1
2811,43,1-2,40-70,<=50K,1
2812,43,1-2,40-70,<=50K.,3
2813,44,2,40-60,<=50K,3
2814,44,2,40-60,<=50K.,2
2815,45,2,40,<=50K,2
2816,45,2,40,<=50K.,1
2817,46-47,2,40,<=50K,4
2818,46-47,2,40,<=50K.,5
2819,37,4,40,<=50K,1
2820,37,4,40,<=50K.,4
2821,38,4,40,<=50K,5
2822,38,4,40,<=50K.,1
2823,37-38,4,44-45,<=50K,1
2824,37-38,4,44-45,<=50K.,3
2825,37,5,40,<=50K,4
2826,37,5,40,<=50K.,2
2827,37,5,48-70,<=50K,4
2828,37,5,48-70,>50K,2
2829,43,4,40-45,<=50K,5
2830,43,4,40-45,<=50K.,2
2831,44,4,40-80,<=50K,8
2832,44,4,40-80,<=50K.,1
2833,44,4,40-80,>50K,1
2834,43,5,40-84,<=50K,7
2835,43,5,40-84,<=50K.,1
2836,43,5,40-84,>50K.,1
2837,44,5,40-55,<=50K,6
2838,44,5,40-55,<=50K.,3
2839,45,4,40-42,<=50K,2
2840,45,4,40-42,<=50K.,3
2841,46,5,40-50,<=50K,10
2842,46,5,40-50,<=50K.,3
2843,49-51,2,40-54,<=50K,6
2844,49-51,2,40-54,<=50K.,4
2845,52-53,1,40,<=50K,4
2846,54,1,40-60,<=50K,4
2847,52,2,40-56,<=50K,3
2848,52,2,40-56,<=50K.,2
2849,52,2,40-56,>50K,2
2850,53-54,2,40-67,<=50K,5
2851,53-54,2,40-67,<=50K.,2
2852,53-54,2,40-67,>50K,2
2853,52,3,40-50,<=50K,7
2854,52,3,40-50,<=50K.,2
2855,53-54,3,40-55,<=50K,6
2856,53-54,3,40-55,<=50K.,6
2857,53-54,3,40-55,>50K,3
2858,52,6,40-60,<=50K,7
2859,52,6,40-60,<=50K.,13
2860,52,6,40-60,>50K,1
2861,49,7-8,40-75,<=50K,13
2862,49,7-8,40-75,<=50K.,9
2863,49,7-8,40-75,>50K,1
2864,50,7-8,40-70,<=50K,14
2865,50,7-8,40-70,<=50K.,6
2866,50,7-8,40-70,>50K,4
2867,53-54,7-8,40-60,<=50K,20
2868,53-54,7-8,40-60,<=50K.,10
2869,53-54,7-8,40-60,>50K,4
2870,53-54,7-8,40-60,>50K.,2
2871,57,1-2,40-45,<=50K,5
2872,57,1-2,40-45,<=50K.,1
2873,58-59,1-2,40-50,<=50K,7
2874,58-59,1-2,40-50,<=50K.,2
2875,55,4,40-41,<=50K,4
2876,55,4,40-41,<=50K.,2
2877,58,4,40-50,<=50K,8
2878,58,4,40-50,<=50K.,3
2879,58,4,40-50,>50K,1
2880,59,4,40-99,<=50K,11
2881,59,4,40-99,<=50K.,2
2882,59,4,40-99,>50K.,1
2883,55,5,40-45,<=50K,3
2884,55,5,40-45,<=50K.,2
2885,56,6,40-70,<=50K,12
2886,56,6,40-70,<=50K.,2
2887,56,7-8,40-65,<=50K,16
2888,56,7-8,40-65,<=50K.,5
2889,56,7-8,40-65,>50K,2
2890,56,7-8,40-65,>50K.,1
2891,59,6-8,40-70,<=50K,25
2892,59,6-8,40-70,<=50K.,10
2893,59,6-8,40-70,>50K,6
2894,59,6-8,40-70,>50K.,3
2895,60-61,1,40,<=50K,1
2896,60-61,1,40,<=50K.,3
2897,60-61,1,40,>50K.,1
2898,60,3,40-45,<=50K,6
2899,60,3,40-45,<=50K.,4
2900,60,3,40-45,>50K,1
2901,61-63,3,40-56,<=50K,7
